url,currency,price,beadroom,bathroom,furnished,area,location,amenities,price_type,breadcrumb,description,images
https://www.dubizzle.com.bh/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83%D9%8A%D8%A9-ID105472626.html,BHD,"120,000",,,,347,"Madinat Hamad, Northern Governorate",[],,Home>Properties>Properties for Sale>Land for Sale>Land for Sale in Northern Governorate>Land for Sale in Madinat Hamad,للبيع  ارض في المالكية ٣٤٧ متر  التصنيف سكني  مطلوب فيها ١٢٠ الف  خلف أسواق الحلي تقريباً,['https://images.dubizzle.com.bh/thumbnails/5371956-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AC%D8%B2%D8%B1-%D8%A7%D9%85%D9%88%D8%A7%D8%AC-ID105472620.html,BHD,"295,000",,,,"1,049","Amwaj Island, Muharraq Governorate",[],,Home>Properties>Properties for Sale>Land for Sale>Land for Sale in Muharraq Governorate>Land for Sale in Amwaj Island,"ارض سكني للبيع في جزر امواج  الحجم 1049 متر مربع  (الحجم في 11291.43. 88F2)  فئة الأرض (RA)   ** السعر المطلوب 29 دينار بحريني لكل F2  ** اجمالي السعر 295,000 دينار قابل للتفاوض     ارض سكنية للبيع تقع بمنطقة (جزر أمواج) تتميز بقربها من الشاطئ.    مهتم لهذا العقار؟ تواصل مع الوسيط العقاري طارق ثاني اليوم   طارق ثاني:","['https://images.dubizzle.com.bh/thumbnails/5371945-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5371948-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%82%D8%B9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D9%87%D9%85%D9%84%D8%A9-ID105472615.html,BHD,"70,000",,,,170,"Madinat Hamad, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Land for Sale>Land for Sale in Northern Governorate>Land for Sale in Madinat Hamad,TT-10  ارض سكنية للبيع تقع في منطقة (الهملة).   ارض سكنية للبيع تقع في منطقة (الهملة) وتتميز بقربها من جميع الخدمات التي يحتاجها الفرد مثل السوبر ماركت ومحطات الوقود والمولات التجارية والمستشفيات والمدارس.   للبيع ارض في الهملة التصنيف (RHA)  الحجم 170 M2  فئة الأرض (RHA)  ** السعر المطلوب 37.5 دينار بحريني لكل قدم مربع  ارض سكنية للبيع تقع في منطقة (الهملة) وتتميز بقربها من جميع الخدمات التي يحتاجها الفرد مثل السوبر ماركت ومحطات الوقود والمولات التجارية والمستشفيات والمدارس.,['https://images.dubizzle.com.bh/thumbnails/5371915-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D9%81%D9%8A-%D8%B9%D8%B1%D8%A7%D8%AF-%D8%A7%D9%84%D8%AA%D8%B3%D9%86%D9%8A%D9%81-ra-ID105472612.html,BHD,"280,000",,,,"1,454","Muharraq, Muharraq Governorate",[],Negotiable,Home>Properties>Properties for Sale>Land for Sale>Land for Sale in Muharraq Governorate>Land for Sale in Muharraq,"TT-02 للبيع ارض في عراد التسنيف (RA)  جاهزة للتقسيم  ارض للبيع في عراد تصلح للاستثمار و التطوير الحجم بالمتر المبع 1454.3M2 (الحجم بالقدم المربع 15،654 F2)  ** السعر المطلوب 18 دينار بحريني لكل قدم ** السعر الاجمالي 281,700 دينار بحريني قابل للتفاوض   مهتم لهذا العقار؟ تواصل مع الوسيط العقاري طارق ثاني اليوم  طارق ثاني:",['https://images.dubizzle.com.bh/thumbnails/5371909-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/%D9%85%D8%A8%D9%86%D9%8A-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%82%D9%81%D9%84%D9%8A-ID104819440.html,BHD,"20,000",,,,260,"Madinat Hamad, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Northern Governorate>Buildings for Sale in Madinat Hamad,مبني استثماري للبيع قفلي يتكون من ٣ محلات تجارية وشقة بالطابق العلوي مع إمكانية الحصول علي سجل تجاري للشقة علماوبان جميع المحلات والشقة مؤجرين حاليا ويسمح لفتح كافة الأنشطة تجارية وصناعية علما بوجود مبلغ ايجار شهري للارض ١٩٩ دينار,"['https://images.dubizzle.com.bh/thumbnails/2853997-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2853999-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2854000-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2854001-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D9%85%D8%A8%D9%86%D9%8A-%D8%A3%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID104678706.html,BHD,"20,000",,,,250,"Madinat Hamad, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Northern Governorate>Buildings for Sale in Madinat Hamad,مبني أسثماري قفلي يتكون من محلات تجارية وشقة بالطابق العلوي مع سجل تجاري وإمكانية بناء أدوار ومسموح جميع الأنشطة تجارية وصناعية  مؤجرة حاليا A closed investment building consisting of shops and an apartment on the upper floor with a commercial registry and the possibility of building floors. All commercial and industrial activities are currently leased,"['https://images.dubizzle.com.bh/thumbnails/2367916-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367917-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367918-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367919-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367920-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367921-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367922-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367923-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367924-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367925-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367926-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2367927-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%81%D8%B1%D8%B5%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID105472514.html,BHD,"750,000",,,,500,"Hoora, Capital Governorate",[],,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Capital Governorate>Buildings for Sale in Hoora,"مبنى شقق مفروشة للبيع – الحورة شارع المعارض  موقع مميز في قلب الحورة – شارع المعارض  المبنى مجدد بالكامل – صباغة خارجية – سباكة – كهرباء  مكيفات جديدة – أجهزة كهربائية – أثاث مجدد بالكامل  قاعة استقبال  مصعد  مواقف سيارات  نظام كاميرات مراقبة   تفاصيل المبنى:  12 شقة (غرفتين وصالة + 3 حمامات + مطبخ)  6 شقق (غرفة وصالة + 2 حمام + مطبخ)  6 استديو (غرفة + حمام + مطبخ)  قاعة بالطابق الأرضي بمساحة المبنى – مجددة بالكامل   الدخل الحالي: مؤجر لمدة 3 سنوات بشيك واحد – الدخل الشهري 5000 دينار  السعر المطلوب: 750,000 دينار (قابل للتفاوض)   للتواصل:",['https://images.dubizzle.com.bh/thumbnails/5371314-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%A8%D8%AF%D9%8A%D8%B9-%D9%82%D8%B1%D9%8A%D8%A8%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D9%85%D8%B4%D9%89-ID104057299.html,BHD,"140,000",,,,100,"Budaiya, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Northern Governorate>Buildings for Sale in Budaiya,البناية في منطقة هادئة ، تقع على شارعين وممر تتكون من 7  استوديوهات مؤجره حاليا ب  680 دينار شهريًا.,['https://images.dubizzle.com.bh/thumbnails/3660818-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/building-for-sale-ID104208028.html,BHD,"110,000",,,,65,"Budaiya, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Northern Governorate>Buildings for Sale in Budaiya,بناية جديدة بالبديع تتكون من ٧ استوديوهات في منطقة هادئة قريبة من فندق لاغونا المدخول ٤٧٠ دينار شهريًا,"['https://images.dubizzle.com.bh/thumbnails/1222463-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/2033665-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D9%87-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%88%D8%B1%D9%8A-%D9%82%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%86%D9%81%D9%82-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-ID105209670.html,BHD,37,1,3,Yes,365,"A'Ali, Northern Governorate",['Private Pool'],,Home>Properties>Properties for Sale>Chalet for Sale>Chalet for Sale in Northern Governorate>Chalet for Sale in A'Ali,للبيع استراحة قفلي  من المالك مباشر حياك الله,"['https://images.dubizzle.com.bh/thumbnails/4258007-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258008-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258009-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258010-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258011-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258012-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258013-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258014-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258015-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258016-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258017-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258018-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258019-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258020-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4258021-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D9%87-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%88%D8%B1%D9%8A-%D9%82%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%86%D9%81%D9%82-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-ID105139995.html,BHD,65,3,9,Yes,550,"A'Ali, Northern Governorate",['Private Pool'],Negotiable,Home>Properties>Properties for Sale>Chalet for Sale>Chalet for Sale in Northern Governorate>Chalet for Sale in A'Ali,للبيع استراحة قفلي من المالك موقع ممتاز السعر 65الف,"['https://images.dubizzle.com.bh/thumbnails/4018582-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4018583-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4018584-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4018585-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4018586-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/printing-press-ID105472179.html,BHD,"300,000",,,,500,"Salmabad, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Northern Governorate>Buildings for Sale in Salmabad,"more than 20 year old printing press in bahrain, selling the printing press",['https://images.dubizzle.com.bh/thumbnails/5369658-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D8%B3%D9%8A%D8%AA%D9%8A%D9%86-%D9%85%D8%A4%D8%AC%D8%B1%D8%A9-%D8%AD%D8%A7%D9%84%D9%8A%D8%A7-ID105472061.html,BHD,"60,000",3,3,Yes,126,"Busaytin, Muharraq Governorate",[],Negotiable,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Muharraq Governorate>Apartments for Sale in Busaytin,"للبيع شقة في البسيتين تتكون من :   مؤجرة حاليا (٢٤٠ دب) شهريا  ٣ غرف ٣ حمامات  مطبخ  صالة  غرفة خادمة مع الحمام  بارك لسيارة واحدة   المساحة 113.8 متر سابقا  بعد الاضافات 126 متر تقريبا   السعر المطلوب 60,000 دينار قابل للتفاوض للجادين فقط","['https://images.dubizzle.com.bh/thumbnails/5369074-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5369075-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5369076-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5369077-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5369078-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5369079-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/2-bedrooms-flat-for-sale-at-sanabis-for-51k-bhd-final-price-ID104303636.html,BHD,"51,000",2,2,No,122,"Sanabis, Capital Governorate","['Balcony', 'Built in Kitchen Appliances', 'Built in Wardrobes', 'Central A/C & heating', 'Covered Parking', 'Pets Allowed']",,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Capital Governorate>Apartments for Sale in Sanabis,"2 Bedroom flat for sale at Sanabis area for 51k. BHD final price   On lower floor with balcony   City view   Expats can buy  Call on 3,3,2,7,6,6,0,5","['https://images.dubizzle.com.bh/thumbnails/5368994-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5368995-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5368996-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5368997-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/3-bedrooms-flat-at-seef-expats-can-buy33276605-plus-maidroom-ID104092040.html,BHD,"78,000",3,4,Yes,171,"Seef, Capital Governorate","['Built in Kitchen Appliances', 'Built in Wardrobes', 'Central A/C & heating', 'Covered Parking', 'Maids Room', 'Security']",Negotiable,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Capital Governorate>Apartments for Sale in Seef,Expats can buy  Well maintained   Deed is ready One covere car parking,"['https://images.dubizzle.com.bh/thumbnails/4391193-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4391194-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/muharraq-ID105382823.html,BHD,"175,000",7,7,,565,"Muharraq, Muharraq Governorate",[],Negotiable,Home>Properties>Properties for Sale>Villas for Sale>Villas for Sale in Muharraq Governorate>Villas for Sale in Muharraq,للبيع بيت بمنطقة المحرق مكون من : طابقين  حوش امامي + حوش خلفي 7 غرف  7 حمامات صالتين  مجلسين مخزنين ثلاث مطابخ : مطبخين خارجين و مطبخ داخلي   مساحة الارض:565  متر  السعر 175 الف دينار  لمزيد من المعلومات الرجاء التواصل على هاتف رقم :,"['https://images.dubizzle.com.bh/thumbnails/4978832-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978833-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978834-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978835-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978836-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978837-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978838-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978839-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978840-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978841-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978842-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978843-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978844-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978845-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978846-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978847-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978848-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978849-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978850-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4978851-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D8%A7%D9%84%D8%A8%D8%B3%D9%8A%D8%AA%D9%8A%D9%86-%D8%A8%D8%B1%D8%AC-dar-ID105471812.html,BHD,"40,000",1,1,Yes,49,"Busaytin, Muharraq Governorate","['Central A/C & heating', 'Covered Parking', 'Security', 'Shared Pool', 'Shared Spa']",,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Muharraq Governorate>Apartments for Sale in Busaytin,غرفةنوم كبيرة مع سوفا + مطبخ وحمام  المساحة 49  بارك خاص بالشقة مع خدمات جم نسائي ورجالي مفصول+بركة سباحة  وسكيورتي  على مدار الساعة برج الدار الدور 3 رقم الشقة 310  حاليا مؤجرة 300 دينار,"['https://images.dubizzle.com.bh/thumbnails/5367933-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367934-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B4%D9%82%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D9%8A%D8%A9-%D8%A8%D8%B1%D8%AC-%D9%8A%D8%A7%D8%B1%D8%A7-%D8%A7%D9%84%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB-ID105471790.html,BHD,"55,000",3,2,No,125,"Busaytin, Muharraq Governorate","['Balcony', 'Built in Kitchen Appliances', 'Security', 'Shared Pool']",Negotiable,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Muharraq Governorate>Apartments for Sale in Busaytin,"للبيع شقة مميزة في منطقة الساية، البسيتين برج يارا – الطابق الثالث المنطقة هادئة وتتوفر فيها جميع الخدمات بالقرب من البناية   تفاصيل الشقة (المساحة 125 متر مربع): * 3 غرف نوم (إحداها ماستر) * حمامين * صالة واسعة * مطبخ * بلكونة * موقف خاص للسيارة * مسبح مشترك  للجادين فقط تواصلو معاي و بعطيكم الواتساب  السعر: ‎55,000 دينار بحريني (قابل للتفاوض)","['https://images.dubizzle.com.bh/thumbnails/5367850-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367851-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367852-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367853-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367854-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367855-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367856-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5367857-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D9%85%D8%A8%D9%86%D9%89-%D8%B3%D9%83%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID105451502.html,BHD,"390,000",,,,841,"Tubli, Capital Governorate",[],,Home>Properties>Properties for Sale>Buildings for Sale>Buildings for Sale in Capital Governorate>Buildings for Sale in Tubli,بناية فخمه وبحاله ممتازه جدا للبيع عدد الشقق تسعه المدخول الشهري 2540دينار ومأجره بالكامل.,"['https://images.dubizzle.com.bh/thumbnails/5283162-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283163-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283164-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283165-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283166-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283167-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283168-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283169-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283170-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283171-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283172-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283173-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5283174-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/unsed-2br-flat-as-new-expats-can-buy-at-sanabis-call33276605-ID105366439.html,BHD,"61,000",,,Yes,133,"Sanabis, Capital Governorate","['Air Conditioning', 'Covered Parking', 'Security']",,Home>Properties>Properties for Sale>Commercial for Sale>Commercial for Sale in Capital Governorate>Commercial for Sale in Sanabis,Never rented and expats can buy at seef call,"['https://images.dubizzle.com.bh/thumbnails/5098862-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5098863-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5098864-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5098865-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/expat-can-buy-partial-sea-view-2-bedrooms-flat-for-sale-call33276605-ID105116408.html,BHD,"55,000",,,Yes,115,"Juffair, Capital Governorate","['Air Conditioning', 'Covered Parking', 'Security', 'Storage']",,Home>Properties>Properties for Sale>Commercial for Sale>Commercial for Sale in Capital Governorate>Commercial for Sale in Juffair,On higher floor with close kitchen Balcony   call number]call,"['https://images.dubizzle.com.bh/thumbnails/5276561-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5276562-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5276563-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5276564-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/%D8%A3%D8%B1%D8%B6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A7%D9%84%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D9%8A%D8%B2-ID105430386.html,BHD,3,,,,509,"A'Ali, Northern Governorate",[],Negotiable,Home>Properties>Properties for Sale>Land for Sale>Land for Sale in Northern Governorate>Land for Sale in A'Ali,للبيع أرض استثمارية في منطقة عالي في موقع مميز مقابل شارع خليفة بن سلمان تصنيف  B3عمارات مساحة الأرض 509 متر مربع – سعر القدم 30 دينار فقط للتواصل والاستفسار,['https://images.dubizzle.com.bh/thumbnails/5192308-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/duplex-3-bedrooms-flat-for-sale-expat-can-buy-call33276605-ID104713049.html,BHD,"75,000",3,3,Yes,133,"Juffair, Capital Governorate","['Balcony', 'Built in Kitchen Appliances', 'Built in Wardrobes', 'Central A/C & heating', 'Covered Parking', 'Security']",Negotiable,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Capital Governorate>Apartments for Sale in Juffair,"Call on 3,3,2,7,6,6,05.",['https://images.dubizzle.com.bh/thumbnails/4734959-800x600.jpeg']
https://www.dubizzle.com.bh/en/ad/2-bedrooms-plus-maidroom-flat-for-sale-call33276605-ID104713338.html,BHD,"79,000",2,4,Yes,109,"Juffair, Capital Governorate","['Balcony', 'Built in Kitchen Appliances', 'Built in Wardrobes', 'Central A/C & heating', 'Covered Parking', 'Maids Room']",Negotiable,Home>Properties>Properties for Sale>Apartments for Sale>Apartments for Sale in Capital Governorate>Apartments for Sale in Juffair,"Expats can buy  Call on 3,3,2,7,6,6,0,5.","['https://images.dubizzle.com.bh/thumbnails/4734934-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4734935-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/4734936-800x600.jpeg']"
https://www.dubizzle.com.bh/en/ad/new-community-brand-new-121-villas-available-for-sale-in-budaiya-ID105471401.html,BHD,"116,000",3,4,No,180,"Budaiya, Northern Governorate","['Covered Parking', 'Maids Room', 'Private Garden']",Negotiable,Home>Properties>Properties for Sale>Villas for Sale>Villas for Sale in Northern Governorate>Villas for Sale in Budaiya,"For Sale I New Community I Brand New Villas  Villas for sale in Budaiya  The new residential project comprises modern and spacious brand-new villas, an impressive area in Budaiya near Salman City & Bahraini Farmers Market.     Villa features:  - 3 Bedrooms with all attached bathroom - Maid room - Powder room - living and Dining area - Open kitchen - Outside kitchen - Laundry Room - Backyard - 2 private car parking  Easy access to Janabiyah highway, few minutes walk to Budaiya Public Beach, and close to super markets and restaurants, District 1, Al Liwan Shopping Mall, Quest School and St Christopher School and Saudi Causeway,. . . . . . . . . . . . . . . . . . . . .   Starting price BD 116,000 unfurnished / BD 128,000 semi-furnished for details please feel free to contact us on","['https://images.dubizzle.com.bh/thumbnails/5366106-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366107-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366108-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366109-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366110-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366111-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366112-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366113-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366114-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366115-800x600.jpeg', 'https://images.dubizzle.com.bh/thumbnails/5366116-800x600.jpeg']"
