pdp_url,product_name,regular_price,art_number,material_composition,clothing_length,clothing_fit,country_of_origin,neck_style,style,care_instruction,color,sleeve_length_style,images
https://www2.hm.com/en_in/productpage.1253186002.html,Rhinestone-detail satin strappy top,999.0,1253186002,Polyester 100%,Short,Slim fit,China,Square neckline,Strappy top,"Use a laundry bag, Only non-chlorine bleach when needed, Wash with similar colours, Can be dry cleaned, Line dry, Machine wash at 40°, Medium iron",Black,Sleeveless,"['https://image.hm.com/assets/hm/f1/a4/f1a4cd3dbcd5dce1c30562777c5ac871ae7fac89.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/03/6a/036af9fbec704445a959867f3fef7c9d2fddec25.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/55/11/551176d8df56abb0d38c463349c6888eac39a5cf.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6d/65/6d657b6089cc2a0806ddb8aa911cc99cd78d7deb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/13/3b/133bed6e3ad3a0614ed33373683e9d618b37b396.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1d/34/1d3438f8a6b8709695d7aba4004f05f168aa05af.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1226254014.html,Fine-knit polo shirt,1299.0,1226254014,"Viscose 80%, Polyamide 20%",Short,Slim fit,China,,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Light grey marl/White,Short sleeve,"['https://image.hm.com/assets/hm/33/99/3399a7eb5f9b9cbe35a655f461573f15dabf858e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fc/20/fc204f9a710303ed6e6c75bfad9cc57b4ae7ae78.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/da/9f/da9f81848759b62592b22697246f375f6c9891a8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/48/76/4876f9493ecf83e5a8123aa52a557b7a0123ae64.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a3/2d/a32d0d93f671291ef783c1ea02d1faab018cc89c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a2/80/a280382544b3bc7f0978c3705a92446c141a417f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293159002.html,Rib-knit strappy top,1299.0,1293159002,"Viscose 79%, Polyamide 21%",Regular length,Slim fit,Myanmar,Square neckline,Strappy top,,Cream,Sleeveless,"['https://image.hm.com/assets/hm/60/61/60611c67872c1a558cda2b9358c21ac36b5400fa.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/30/c0/30c094adf2fbb6330f03c4742bfeb1ca43867b58.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c4/d8/c4d8b9e1c3af830f571a036be9834d52646a5466.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1b/d8/1bd8a286dd0c8e99289b13bfd44f5a5c6e2977ad.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/44/92/4492614a7136bafc2cfbe71cc70ea282ce2e887b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f8/3d/f83d0d10e1907a14bbdfe915ebc80222d74ed3d3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1207034001.html,Rib-knit top,1899.0,1207034001,"Polyester 55%, Cotton 36%, Polyamide 8%, Elastane 1%",Regular length,Slim fit,China,Round neck,,"Only non-chlorine bleach when needed, Machine wash at 40°, Dry flat, Can be dry cleaned, Low iron",Light beige,Long sleeve,"['https://image.hm.com/assets/hm/58/7b/587b5c7c96ea4bb37d0708f4ef232284f359359a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0d/fa/0dfa343a4021c54c607d9571cf9032fb22373501.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a5/2c/a52cfdcfe37ecd903b83183d77c84fa593d6e359.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/cb/a2/cba2f4fea288e5443b9eb7a749c626ed145bee2d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/41/4b/414bd0cc12f8990c5070071d81635f6a0f02cbc7.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1281746001.html,Pointelle-knit polo shirt,1999.0,1281746001,"Viscose 79%, Polyamide 21%",Long,Loose fit,Myanmar,,Polo shirt,,Cream,,"['https://image.hm.com/assets/hm/5f/cf/5fcf42c6d178ba5a16e41d65e87fb8731f2c2570.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7f/88/7f88646de7696a06366672cf4b95840ebf5cd326.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/26/ea/26eafb70d3ff06b7688eebf9a345e5ef361ff356.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/af/e1/afe188f40a305f89d25f736ca4321d5eabec3c0b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b4/2e/b42e317552276f41bfdf1397bdc10fbe4bbe5eca.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1245031001.html,Sequined bralette top,1999.0,1245031001,"Polyester 93%, Elastane 7%",Cropped,Slim fit,China,Square neckline,Bralette,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, No iron",Burgundy,Sleeveless,"['https://image.hm.com/assets/hm/57/a8/57a83d5bdd412f1ed59f4e00a2fc3fb4e96aa43c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/59/5f/595ff4e2081cbe59a0975e133f97105df9f6bed6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a5/1e/a51ed18fa05e912fa42a0132a1f5ac7d2f65fb5d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/25/a9/25a9a97ae1f9e70ea2b60b8466e78381d635a7c1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a8/ca/a8cab3a5aa3d90bf0b47674da40be32d55368b15.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f9/41/f941b25de4d9d550f8dbf19a53ba59b8b7a60be6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7c/c5/7cc5e444431a3742d0814b16f57d5d877b76f98f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290378001.html,Tie-front peplum top,1599.0,1290378001,"Polyester 98%, Elastane 2%",Regular length,Regular fit,China,Round neck,"Peplum, Tie-front","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Can be dry cleaned, Wash with similar colours, No iron",Black,Short sleeve,"['https://image.hm.com/assets/hm/f6/d7/f6d7e413c29547bbf5d843d34c62a1ab74909126.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0d/23/0d23e670cde68f2b9914afc31bcae429f6ee046d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b2/82/b282fa6d1cc1e5e46cfbca7ecb2464d910ef5b1e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/08/e4/08e49f76a4b84cfa5bffade95583ffcb9b37c5dc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/36/0b/360b56785ad1b91d2de5e3ec12d432dc66b0de98.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1243660002.html,Cotton jersey top,999.0,1243660002,Cotton 100%,Regular length,Loose fit,Bangladesh,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",White,Long sleeve,"['https://image.hm.com/assets/hm/9c/ec/9cecb284724dd10769ec0bf52e34b76e48d0b740.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7d/91/7d918c8287ddbe572ad222a6ffa9fce9502ef383.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3f/a3/3fa38daef2c8df55e640c7fbba90441d0d800488.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ea/07/ea07419f204422a42b7b41ea3caf0751aeadd845.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d8/37/d8373e6ed60fe5db0852fa5da9ac292c5dc51d0d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2a/bc/2abcd52dadc5f473326d9ada65d22c4b46348728.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289939002.html,Lace-detail strappy top,1299.0,1289939002,"Cotton 93%, Elastane 7%",Regular length,Slim fit,Cambodia,V-neck,Strappy top,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Black,Sleeveless,"['https://image.hm.com/assets/hm/45/9a/459a3ff4b3c54c051b552068374f6646e83418b4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a0/57/a0571e8a06f72ea978da6d939736e1fdef2c2c9b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5e/ee/5eeea5f4e1a4dc850ff249b28c51a43c33796170.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a4/38/a438fa0c1b3bc1fe9f45e065e229fb0bd8becb31.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ab/ef/abefcc17d4da49ba00cc0a141d5c6439a1585c64.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1265819001.html,Seamless Medium Support Sports bra with DryMove™,1499.0,1265819001,"Polyamide 92%, Elastane 8%",,,China,V-neck,"Bralette, Non-wired bra, Padded bra, Racer back, Sports bra, Vest top","Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Remove padding before wash, Low iron",Black,,"['https://image.hm.com/assets/hm/9c/0e/9c0e0ee8dad3060b4235e29c32bb29527d7ead15.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ac/fb/acfb821e0359ce6a1093dd221746fe7127535f7a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/38/1a/381a13907a1873fe53c16391646cd3f0c658edf1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/67/75/67756d7f0aa7b053897feaa406bc2dac763d324e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/13/65/1365dafe859b170f5dc2c0ebfd41f681dba3fc27.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290398001.html,Draped halterneck top,899.0,1290398001,Polyester 100%,Regular length,Slim fit,Cambodia,"Cowl neck, Halterneck",Draped,,White,Sleeveless,"['https://image.hm.com/assets/hm/c4/59/c4598393eec6bc90aeabb5f266733ee0c27db347.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c1/ac/c1ac70d186273848ea4212d091d31105ed7800d7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5d/29/5d29f17d2ea92322240c37174a2e15d5dc3f1421.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/f2/77f2e958dc20eb63039e39f57573f8831e7cfc56.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fe/71/fe71f4575fd9fab6b4a3aee38e7f1c44043d90b7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/25/9b/259b11edf68e69c6bb8a2c2c7db44dbb42caa92d.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1049251046.html,Cropped vest top,699.0,1049251046,"Cotton 95%, Elastane 5%",Cropped,Slim fit,Bangladesh,,Vest top,,Light green,Sleeveless,"['https://image.hm.com/assets/hm/d6/c0/d6c07a586bffab9be0c3eb5b03a77f83806082fb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/18/19/1819060413715032ab4d87a995454108fbcbb63b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/20/e9/20e9fdf5280560c2f8973e7a363fc65515d2d189.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/aa/f4aad93d2c9b750d2a055f6d213a1a8a60236499.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/19/b9/19b9cd9db26cfb109e93c902f0971fabafe2196b.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1280775001.html,Broderie anglaise strappy top,1999.0,1280775001,"Cotton 50%, Viscose 50%",Short,Regular fit,China,"Deep neckline, V-neck","Flared, Plunge back, Strappy top","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",White/Pink/Red/Green,Sleeveless,"['https://image.hm.com/assets/hm/e4/02/e4020f0ce29eca71808c853c2d74c48c02679e16.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/7c/637c225376e881bb8da2b3092302eb5d38da0641.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7e/09/7e0917a66481689ff1ec4fd1c1744e5c0d4ad5fb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/62/35/6235e00fb2a1b773ba25f2486938a69f50709eb8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fb/47/fb478b58df33c94f7d31c0a9c9490651784156df.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1203084026.html,Ribbed jersey top,999.0,1203084026,"Cotton 48%, Viscose 47%, Elastane 5%",Regular length,Slim fit,Bangladesh,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",White/Dusty blue,,"['https://image.hm.com/assets/hm/23/c6/23c6b45af95eed09b110d62034da683c72a2caa9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fc/9e/fc9e6de3c604b83b4a6e668155453ee8d8a130ff.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9d/f3/9df3fd2b35f0daa46a7f89add566f0403a82f082.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f5/25/f5251d1a51fb6fadee371c86fd7f6250139a5b86.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/96/94/969407adab501ca57092727d5041018e122cb085.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290229003.html,Draped tube top,799.0,1290229003,"Viscose 95%, Elastane 5%",Short,Slim fit,Bangladesh,,Tube top,,Red,Sleeveless,"['https://image.hm.com/assets/hm/75/c1/75c19c81aef36770bf881dadb06eba1d6e3d40fb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/73/3e/733e4d11e6f141a33018e490ceedc4712abf5e76.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/3c/213cff569f737d520f9afc6e1239605d0c5e1b3f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/45/64/4564649f7d82cb6c43b399a05ea40f5949054d7d.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1281533001.html,Rib-knit vest top,2999.0,1281533001,"Viscose 73%, Polyamide 20%, Linen 7%",Long,Slim fit,China,,"Flared, Vest top","Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Khaki green,Sleeveless,"['https://image.hm.com/assets/hm/fb/11/fb110771c521d265cb7b323387bada86103b5217.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f3/af/f3af0d22ada00ed245fa95a48322a517bcc08941.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bc/b4/bcb4e6b8c82033073e24fa957153948134380e9f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9b/8b/9b8b3edfe323eae9c64400b3261975a359da8051.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/0a/5d/0a5d25c04dd73df37d82e6f91e1a22720412d28d.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1288886001.html,Bead-embellished top,4999.0,1288886001,"Viscose 62%, Polyamide 38%",Short,Loose fit,China,Crew-neck,,"Use a laundry bag, Only non-chlorine bleach when needed, Wash inside out, Machine wash at 30°, No dry clean, Do not iron on decoration, Line dry, Low iron",Cream,Short sleeve,"['https://image.hm.com/assets/hm/49/d7/49d7685f26591d76cbf34f1f2615c709f1d2cf1f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9c/d4/9cd4ff618f073f90dae935a473c9e464c5a10d5c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3a/e1/3ae10a39630d7e9011a4c1c5bec5f3acfda14d68.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/29/0d/290d773c82c68d20780e7c46d0331b596a931d98.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/83/76/8376a84f3938eff50b6f35de0dce90ec62fec5fa.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8b/8c/8b8c79c501ec476e99c7390ae40b0de8d85ffd20.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1158565001.html,Long-sleeved top,699.0,1158565001,"Cotton 95%, Elastane 5%",Short,Slim fit,India,Round neck,,"Only non-chlorine bleach when needed, Wash with similar colours, Can be dry cleaned, Line dry, Machine wash at 40°, Medium iron, Do not iron on print",Black,Long sleeve,"['https://image.hm.com/assets/hm/27/11/2711587c69655c309799ff5e4d11a05659bc6d6e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bc/2a/bc2a50e6ba5eaa9a7c3ee562df92c394aa15728c.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1226254002.html,Fine-knit polo shirt,1299.0,1226254002,"Viscose 83%, Polyamide 17%",Short,Slim fit,Myanmar,,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Cream/Burgundy/Navy blue,Short sleeve,"['https://image.hm.com/assets/hm/d3/eb/d3eb142b0eb51fd2a98737dc9ba924cc28753346.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ba/b7/bab7293729783cb9e604e50a4f41df946223ad0e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289332002.html,Fitted top,999.0,1289332002,Polyester 100%,Regular length,Slim fit,China,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Wash with similar colours, Low iron",Dark brown,,"['https://image.hm.com/assets/hm/37/fa/37fad59d82e2816fd3558147ab7746f1c1f1bda8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ab/44/ab44a60c28961c1e328c81174b473ffbfd7e2271.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3a/51/3a51080bbf0111919d794c217358c5b26daaaf60.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/61/10/61108afab68d14d496832cb845722a1df7dc66fc.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1242393002.html,Ribbed button-top vest top,799.0,1242393002,"Polyester 95%, Elastane 5%",Regular length,Slim fit,China,,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, Wash with similar colours, Low iron",White,Sleeveless,"['https://image.hm.com/assets/hm/9c/7c/9c7c68a29aeb3138aa715d65cb2f0db643d6e8fd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b8/5b/b85bbeaf410dff83e85cfb5eb9f918e2b04ac292.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283566002.html,Twist-detail top,1799.0,1283566002,"Polyester 95%, Elastane 5%",Regular length,Slim fit,Turkey/Türkiye,V-neck,Draped,,Grey,,"['https://image.hm.com/assets/hm/1a/45/1a454a2816b747e58968b5027c874b62b75e007f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8a/d7/8ad794f23b0c33b48570b4137b9ba427055e2f30.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/97/3d/973da6f5bdf5279d070672f7be4df5f574ce3be5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8f/cb/8fcb440da2f5e4c234769dfa9314f7a0d7927c02.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1267718001.html,Coated fringed vest top,4499.0,1267718001,Polyurethane 100%,Regular length,Regular fit,China,"Deep neckline, Round neck",Vest top,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, No iron",Black,,"['https://image.hm.com/assets/hm/b5/e3/b5e39211d46f1d4f06accb2faab09d5862dc0cca.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/30/fd/30fd9be85c73022d00dec263d9d961b03e1ed176.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/00/6300abd9cef5aac2c8a6c8264af10669e882ab45.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/16/92/16925ccc12e99cd8c94f7c4106173917c3ac780c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b7/2b/b72b3388b2456c95771d5d544118240d1688d609.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283152001.html,Embroidered bandeau top,2999.0,1283152001,Polyamide 100%,Short,Slim fit,China,,"Bandeau, Peplum","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",Cream,,"['https://image.hm.com/assets/hm/76/17/7617e382869164f4d541f748bc90e00335c252af.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/17/69/17692ff71f4876cd6c61cdab48fb1453d1e25c94.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/12/16/1216cad57b0a00b431053d149de8fba66fa95ec2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6f/61/6f61a29048526067f2e0cb621395da854c63ac95.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bb/c2/bbc29bb7c9353c58c344b332e4163d4294bfc21c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/61/e0/61e082a9d61f47ab8516da19fb4fd0217eee8204.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/72/17/7217a1441f1e72d6bed3a72503c4db5f8e85069a.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1298300001.html,Off-the-shoulder lace top,2299.0,1298300001,"Polyester 97%, Elastane 3%",Regular length,Slim fit,Turkey/Türkiye,,Off-the-shoulder,,Dark brown,Long sleeve,"['https://image.hm.com/assets/hm/03/b1/03b1b17ef0974a0d0d558f1a446bdbc26e43c23b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/31/c0/31c0cb419608d348f94cf800f83e9595b031e959.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fe/48/fe4857e6083aa01dddd6eba29b2dc68681e05f60.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d6/e5/d6e56ca2646c8b296fcf68b0a68610a8478099e3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2e/0a/2e0a73be12bfb279899804a6ecf3508c2fa5c218.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.0999727071.html,Ribbed top,699.0,0999727071,"Cotton 48%, Viscose 47%, Elastane 5%",Regular length,Slim fit,Bangladesh,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Dark beige,Long sleeve,"['https://image.hm.com/assets/hm/da/9c/da9cb7433af42635a718c90dca2dd69788329a99.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/dc/e0/dce038c3a024a5b52da2b01dcf116d69a3dcb4e3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/32/f3/32f3ce3d9a06aa529a119ad98095d61a7640ade6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/94/a8/94a8b8e5651e005bdeb389a64dea4e100cdf075b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2f/f4/2ff489a06c3afd438b08a6d2205c0937832da5a9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c9/a8/c9a8f64b01e99f53a52f403c4e83aebd4af2d7f7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/39/18/391832ed9915ab2797c211d88ff45eecaa0fbfb3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1264343002.html,Rhinestone-embellished vest top,2699.0,1264343002,"Viscose 65%, Polyamide 35%",Regular length,Regular fit,China,Round neck,,,Light greige/Silver-coloured,Sleeveless,"['https://image.hm.com/assets/hm/52/78/52784283d8a3ef46b93260fd70b72636c3427a25.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ed/7e/ed7ebdcc4d60262d872fb7ced96ae37ab670f009.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/fc/f4fc0fbc5079931aa5316493277d0f6fa3f6d414.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/4d/6e/4d6e95453a623ffe6b59e75e8443f72faa0b603f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8f/8d/8f8dfcdbc124c11d79bdc1c4fd062841d97b91de.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fe/89/fe8990263ca528b8c702968c01edaeba7cf6e081.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289580001.html,Leather vest top,13499.0,1289580001,Leather 100%,Regular length,Regular fit,Turkey/Türkiye,,Vest top,"Only non-chlorine bleach when needed, Unwashable, No dry clean, Line dry, Leather specialist clean only, No iron, The colour of this leather may transfer onto light coloured materials",Light beige,Sleeveless,"['https://image.hm.com/assets/hm/7c/91/7c917b0dbc56a11db74505c7e5713bba5070cbff.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/31/88/31882d920b2a7fc147b896d68461bfac21fec25c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b6/63/b663ff080914fc559b7686025cf7662a15aa829b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b7/55/b755ee07a7ab56de9820ff153ce2d2bce61f31f3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3e/57/3e5715fcaef5f89c29e6a5cbcd954956422a2349.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/24/21245b69153c909dc1e24f7cbb09107cec200422.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1253174001.html,Bead-embellished top,2999.0,1253174001,"Viscose 63%, Polyamide 37%",Long,Slim fit,China,Boat neck,,"Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 30°, Do not iron on decoration, Can be dry cleaned, Line dry, Low iron",Grey,Sleeveless,"['https://image.hm.com/assets/hm/6f/e4/6fe4810b50c69c0ab459ec92f0d431814353701a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/13/ac/13ac765b0881154d151cf49b60277d4145562d2c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/91/32/91327844d2b20fda9331da485f9fa2b2f4bb33a8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/cf/33/cf339bba4c7a5d047eb07c62932423cf5e4c4181.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1d/93/1d938144a347a1bce37ef98fc3977db9e31a5d88.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1293591001.html,Braid-detail top,1299.0,1293591001,"Polyester 81%, Elastane 19%",Cropped,Slim fit,China,"Deep neckline, V-neck","Draped, Racer back","Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 30°, Do not iron on decoration, Can be dry cleaned, Line dry, Medium iron",Burgundy,Sleeveless,"['https://image.hm.com/assets/hm/d6/52/d6529eb59a1b1aef95502e37e23e483706a81712.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5d/a8/5da8c56c9d090e316f16fc0a80c8b61b6a2eb1f2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d2/6f/d26f452019b7eb794d644cd92d826e1dcd3187ee.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f2/dd/f2dddec8bcae2caf3ebab47af2e4bc9ca675655c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/07/ba/07ba859965383c901c6ee9967afa6c38680fd6af.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/df/e6/dfe64bf71f3d70849809f149144b1f38899cc4ea.jpg?imwidth=2160']"
