pdp_url,product_name,regular_price,art_number,material_composition,clothing_length,clothing_fit,country_of_origin,neck_style,style,care_instruction,color,sleeve_length_style,images
https://www2.hm.com/en_in/productpage.1288465001.html,Lace-trimmed strappy top,1899.0,1288465001,Cotton 100%,Regular length,Slim fit,India,Sweetheart neckline,"Peplum, Strappy top","Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",White,Sleeveless,"['https://image.hm.com/assets/hm/46/7a/467a8d5a6e9ee6fdf7fa8e6f9412febfa35a4dfd.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/74/e3/74e30fcf8b943bdc12236b1020e4731669ea3fa4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9b/1a/9b1a26f5db4fea511e0a793a59de2d374f33a4b6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/dc/a6dcf20f4465d68cdda322694d58b44276a96581.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/be/6d/be6da2c824d3ec2b8f36449eff40a8da6feef328.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c4/63/c46332609e142d543bb9a94c1385e6a24e35c8ce.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1271633003.html,Frill-trimmed pointelle-knit top,1499.0,1271633003,"Polyester 78%, Cotton 22%",Short,Slim fit,Myanmar,Round neck,Peplum,"Only non-chlorine bleach when needed, Machine wash at 40°, Dry flat, Medium iron, Can be dry cleaned",Light blue,,"['https://image.hm.com/assets/hm/3d/99/3d9939a7961c79f6666a464adffde8c6418f3f28.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8a/eb/8aebceff99556f6b7804483c60b584e86bace3df.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/01/f4/01f4905c5b0e95610cdbc8b927650d0b66cf73f1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8e/6c/8e6cb20d42d1ad6cfcf05b94c174667027aa66d3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1289924001.html,Fringe-trimmed top,1599.0,1289924001,Polyester 100%,Cropped,Regular fit,China,Round neck,Open back,"Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Dark brown,Sleeveless,"['https://image.hm.com/assets/hm/ae/10/ae10663237238e29231eda90d52aa0577eef2751.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/12/7c/127c5ba92ba59ebfcb665fc848e622425a8ca736.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/ce/63cee06bd710ea88c977ba5e7ab58b06133628dc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/00/d5/00d50281b8a46871dce873e80c4592399f7e34a2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f8/91/f891bc76db4dfba116a3a0cc054fa279f8a302c5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/11/84/1184bccdef0ff1bb902c493cd7e04c0c4246255c.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1278512002.html,Fine-knit sweater vest,999.0,1278512002,"Viscose 80%, Polyamide 20%",Regular length,Slim fit,Myanmar,Round neck,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",White/Navy blue,Sleeveless,"['https://image.hm.com/assets/hm/6b/24/6b24305907bd04fda92e60fe07169527066771d5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a0/a6/a0a6a7a9923f9ceab7af800ede0fbe5414626b24.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/59/7e/597e8fc389f148b13627637357e193882d259f7c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/43/3e/433e5ccd3167fea1d248a45fd244878a125c407d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/60/3c/603c35ff2ef190c3ab1639b31cc4ad454ff928c9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/e1/21e1006f736b0f48a13ac73fc573fff313bf9d54.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1296867002.html,Cropped strappy top,999.0,1296867002,"Polyester 95%, Elastane 5%",Cropped,Slim fit,China,Square neckline,"Strappy top, Vest top","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",White,,"['https://image.hm.com/assets/hm/15/5a/155a93025c1cc8f84351b99f3bbc10c540836e2e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9c/38/9c387f1ccdec8cc0417a9872ba2aadb7b3a3ead4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/72/58/7258e7c576e4c4ecd08cf8a50b91dc17a1a823e4.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fd/fe/fdfed7ce558ff91fffa3068185a06fe736548e65.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b1/23/b123596cc6bbfead9b51903dcfbd19581d0a1325.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1143646001.html,Medium Support Sports bra with DryMove™,1499.0,1143646001,"Polyamide 88%, Elastane 12%",,,Vietnam,Round neck,"Bralette, Non-wired bra, Padded bra, Sports bra, Vest top","Only non-chlorine bleach when needed, No dry clean, Do not use softener, Line dry, Machine wash at 40°, Do not iron on print, Remove padding before wash, Low iron",Black,,"['https://image.hm.com/assets/hm/3c/fe/3cfe9bf4fa3e09d1d18f3e475ca3a40cdaa52db1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/7f/46/7f46fd5dfd92d40b65981ded046fab5a3d9d2fea.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/66/39/663992184bbf86c0f42d86ae2e1079e4920971fc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/4e/234ee38d1d5205982572586c11d21bd9152a9df7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c6/2a/c62a3a62b480c88af6e3e30403442878fc9611e6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/82/2b/822be72c47ed4b5be6ec1f4379ba91ab89fe15ad.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/45/6e/456ec5ad8b461befcc881dd9e8ad13f42dc2ac32.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1288465002.html,Lace-trimmed strappy top,1899.0,1288465002,Cotton 100%,Regular length,Slim fit,India,Sweetheart neckline,"Peplum, Strappy top","Line dry, Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned",Powder pink,Sleeveless,"['https://image.hm.com/assets/hm/e0/ce/e0ce340e69eac2498ebe974111baba665eced4c5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e5/33/e53383aab35e588b1ab9b3de60c14c37cb488b84.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/c7/33/c7332c7bdc8c76e56dd9a9e880868701be53d94b.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9e/da/9edafef8fa63812e0b1e4a61d6c8ff57698f9ee2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9b/e1/9be1fa9b226ef07aa4101073653a7aad978663f9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/50/7a/507a7337bdf5f5cb540b291c1df819e00d1e5c82.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290631001.html,Braid-detail strappy top,1499.0,1290631001,Viscose 100%,Regular length,Slim fit,India,"Deep neckline, V-neck","Peplum, Plunge back, Strappy top",,Dark grey,,"['https://image.hm.com/assets/hm/9f/f9/9ff9b5b467d9d00fb5d859eb571e9f301c31c312.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/21/91/2191768841ec1d2de9677c397aec72ae393f744c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/50/c2/50c25e28ffde566e76ac2fc2028400c802fea2a0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6b/f2/6bf26e29ca6735b2479b489fe99d6cd4a4137d93.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/1c/59/1c592fd909d369b1ab6b8575ca53051c141e99ba.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/65/db/65dbbe201a1d02d973e09f60285af3b08da7b32e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/89/dd/89dd5c660834fb827190bed1149a03e3a55047d2.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283661001.html,Textured jersey top,799.0,1283661001,"Polyester 98%, Elastane 2%",Regular length,Slim fit,China,Boat neck,"Draped, Vest top","Use a laundry bag, Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, No iron",Light blue,,"['https://image.hm.com/assets/hm/31/ca/31cad3c9c688222534836712963f723c43a0ed94.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f0/a9/f0a98b5c77dba6964dcb75efe1e294f6ca2dbd40.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9a/88/9a88e8b406bb14cd1110dc1778a2aa054b3ee18e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bc/bf/bcbf9471ad3737461039b296c3893025851c4dfb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ba/d0/bad0c393f34b7e681259c4a5b81e13667240d4ba.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/81/13/81133812aeb1e133c0fc5ed800e0340d2bd43787.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283562005.html,Cropped off-the-shoulder top,1499.0,1283562005,"Polyester 99%, Elastane 1%",Cropped,Regular fit,Turkey/Türkiye,,"Draped, Off-the-shoulder",,Navy blue,Sleeveless,"['https://image.hm.com/assets/hm/90/9c/909c6ee4be9c4a691b8526a866d86831d9fe4e3d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3f/49/3f49855ec1cb33555257934c8c9792a3895947ad.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/47/a6474c4dc08b3f2bdc45c64a9dcf33e6599304d5.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/6c/d3/6cd3c5be941fde3ae5df47c782baebbfd8267bf9.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/2f/80/2f80b59da1a5b469fd997eebf48f9f919c97fd07.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/13/3b/133bf7368a4f172063142f49a6d7e3c403362907.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1277846002.html,Microfibre vest top,799.0,1277846002,"Polyester 87%, Elastane 13%",Regular length,Slim fit,Cambodia,"Deep neckline, Round neck",Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Wash with similar colours, Low iron",White,Sleeveless,"['https://image.hm.com/assets/hm/cb/50/cb50de47e67bef63841ab25ad1573cbcb4362211.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d6/85/d685ddc97b2e20ae90bee10c07dd3a60ce8d7994.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/bd/b6/bdb608983a2e3da1f5cef1bfcaad5a7df239a49a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/99/3f/993f493f2bc2e84f9464781257b16d3b3cd8cd52.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8f/08/8f08a717f4ec00f595f6729d5d46d24e300df2e3.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1291898004.html,Cotton polo shirt,1399.0,1291898004,Cotton 100%,Short,Slim fit,Cambodia,V-neck,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Light grey marl,,"['https://image.hm.com/assets/hm/50/e5/50e56dc622709d601b2447c866607b2bb44ac308.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/e3/63e3e63060cbda553b8f3ddc30720a8c8cfc7fe1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/22/22/222251db8166d40ceb9b2d393b0e182657b9b397.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/95/f6/95f615be2de7033093c4aef9caa2e75009c8c73a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/26/0f/260f1b143c454e2747ada6ddfdf936412a5c2a87.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283616002.html,Rib-knit top,1599.0,1283616002,"Polyester 65%, Viscose 35%",Regular length,Regular fit,Turkey/Türkiye,Round neck,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Wash with similar colours, Low iron",Brown,Short sleeve,"['https://image.hm.com/assets/hm/08/36/0836eb0565f39af1d7637fb642c2d2477c5b9de2.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/25/12/2512afabf90e565b17346346c5edb75f17a27020.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/19/5c/195c1610472ef92d82f6cccc04a2ff7542a7b8e1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a7/c0/a7c0fa00e14bc549f46b8679d0294f040c46799c.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1277745002.html,Frill-trimmed cotton vest top,1699.0,1277745002,Cotton 100%,Regular length,Regular fit,India,V-neck,"Flared, Peplum, Vest top","Only non-chlorine bleach when needed, Medium iron, Machine wash at 30°, Can be dry cleaned, Tumble dry medium",White,,"['https://image.hm.com/assets/hm/bb/b9/bbb99ea853faf08c2a3fd2e83e982a5d35ca22c8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/05/dc/05dc391264f42f10b9a6628f4f7f529598e3c224.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d5/5f/d55f986427db5b19b4f9cf5b1fa935f11222e816.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/77/36/7736b1ba70d328657e6220c8d7822d2f8a4493ff.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1272563006.html,Pointelle jersey vest top,799.0,1272563006,"Cotton 95%, Elastane 5%",Short,Slim fit,Bangladesh,"Deep neckline, Round neck",Vest top,"Dry clean only, Machine wash at 40°, Medium iron, Tumble dry medium",White/Navy blue,Sleeveless,"['https://image.hm.com/assets/hm/a2/fa/a2fafcb9c450d4850b9056637b960c8fc481690d.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/5e/6e/5e6e694251afc19ff69fb3b8117779f9aad958a1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a0/64/a06482a06fba097ec4baa550912bcb9b4c7478b8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9e/38/9e38eaa96cb34ebafa257b07a9ded7e14fb9928e.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/68/da/68da5be11dcffca959628c65c22a1f0b949fe85c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/3d/f0/3df0997b6fed1263407ceaa4403d145b5bd18b7f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1255494004.html,Cropped polo shirt,999.0,1255494004,Cotton 100%,Cropped,Slim fit,China,,Polo shirt,"Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned",Light blue/White,Short sleeve,"['https://image.hm.com/assets/hm/08/4b/084b1b4bed3ba5ddd787e9bff3bdf85ff0739566.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/23/04/23048f88032bb50c74d1a6dcf3259373afffa08f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b2/fc/b2fcaf1cd065989e305e4e351dd026af64c062fc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/09/a8/09a8ea26453bd921e27918a463ec183f14923d57.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1272032004.html,Ribbed polo shirt,999.0,1272032004,"Cotton 48%, Viscose 47%, Elastane 5%",Regular length,Slim fit,Bangladesh,,Polo shirt,,Bright red,Short sleeve,"['https://image.hm.com/assets/hm/cd/c9/cdc9ae4b35c5da33cd2402c9bc69575fdc42476f.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/11/1e/111e587659100ac8520ed3d01201d62d58b46521.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/b1/51/b1515f399797625e54dad9f387900eb1f628a347.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fa/6f/fa6f2271b9a0d2cd063c6bbe283a056cbc3aa181.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9f/43/9f43a0a3bab64e013daeb2a11ce13a4cc7b9de6c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/42/ce/42cedfa94469cafe29f5a0f33710713b32ba829f.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1294182001.html,Scalloped fine-knit vest top,1599.0,1294182001,"Viscose 70%, Polyamide 30%",Regular length,Slim fit,Myanmar,Deep neckline,Vest top,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",White,Sleeveless,"['https://image.hm.com/assets/hm/6a/a7/6aa7ae42beebc63146394a5371bc86dd62f012b6.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/63/8c/638c294519ee195e3fbb387861afa81d05677776.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/44/a2/44a29e9e1f4e26975144629c0818720813e5e6f3.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/85/a6/85a6cfb9c5d4d02cf97c641aa74148afa8bb2917.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e2/4a/e24a8105dc5e3b6a8b543ff99f57b54e8e3bc2aa.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1258893004.html,Fine-knit button-front top,1999.0,1258893004,"Viscose 80%, Polyamide 20%",Short,Regular fit,China,,,"Line dry, Only non-chlorine bleach when needed, Machine wash at 30°, Can be dry cleaned, Low iron",White,Sleeveless,"['https://image.hm.com/assets/hm/7e/43/7e43770bc042ff98380f9137cae6ed5fe71eb526.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/48/c2/48c222383b9bc59d6a923c53b0d91edb23e44b73.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a9/e4/a9e4c77cc4b0f6f8a5a4484d5f214fb15905b7eb.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e2/96/e2969192ab81cc59861521948b1ddeaf3d409414.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/e8/45/e84553a410a87534c5744ccc09965878e3210e0e.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1290388002.html,Draped cropped top,899.0,1290388002,"Polyester 93%, Elastane 7%",Cropped,Regular fit,Vietnam,Round neck,"Draped, Vest top","Line dry, Only non-chlorine bleach when needed, Machine wash at 40°, Medium iron, Can be dry cleaned, Wash with similar colours",Light beige,Sleeveless,"['https://image.hm.com/assets/hm/25/38/253832f839216520124fcc927c321d239697c2be.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/72/c8/72c8c6363e7dd6501bb2fcd1958c68bd8fc86f3a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/75/bf/75bfa98d2c87e359d213197332f8ad47752b9464.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/d9/fe/d9fef63a58c7c0ecb8c9158cd85dc57557306744.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ea/02/ea02bb19195ce82fa62f27ed3fcd0130fe17d5c0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/62/ff/62ff72f9af447db5f7e78054e648d5f42f66a8da.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1276480001.html,Broderie anglaise strappy top,1899.0,1276480001,"Cotton 70%, Linen 30%",Short,Regular fit,China,Sweetheart neckline,Strappy top,,White,Sleeveless,"['https://image.hm.com/assets/hm/71/4f/714f6d5ee083118233d4fb4e753cecf055b40bfa.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9d/3a/9d3a9ce4533a74448611c3e1dd4916a5a3b42e27.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/fd/21/fd219d5bbc70559ce2b431747e2b14476dbeca6a.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a3/19/a3193bbdbb4094a23042ab0b37752bd118bc5df1.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/04/a5/04a5d5f56e701d590fa0d51b3aaf07325e32807a.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1291283001.html,Bead-embroidered strappy top,2999.0,1291283001,"Polyester 69%, Polyamide 31%",Cropped,Slim fit,China,Square neckline,Strappy top,"Use a laundry bag, Only non-chlorine bleach when needed, Machine wash at 30°, No dry clean, Do not iron on decoration, Line dry, Low iron",Powder pink,Sleeveless,"['https://image.hm.com/assets/hm/d3/72/d3725bbbfc99e837ffd018064779c5f6761616d8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/b1/f4b1173c5a7ccc41e12b0b023d33129ce3fc35c8.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a9/0e/a90e79227eab0aa47df659fdbe73e8ae6b223fab.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/8c/d7/8cd7ba1194ac6c401e3c7f9033a384983ed3d82c.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/98/de/98deb33151a429e7c92fb848948ef853bfa97933.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1283562003.html,Cropped off-the-shoulder top,1499.0,1283562003,"Polyester 99%, Elastane 1%",Cropped,Regular fit,Turkey/Türkiye,,"Draped, Off-the-shoulder",,White,Sleeveless,"['https://image.hm.com/assets/hm/c3/3a/c33a151655ef9c55f266c91af4121d3feb95a314.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/f4/6b/f46bdec651f319f4388de519a85993bad051a8db.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ab/23/ab23dbce1983541a2cfaa58da7600d1d400091a0.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/a6/5b/a65b6f7bcfcc0fee471b42c9dbd057d6c6850d9b.jpg?imwidth=2160']"
https://www2.hm.com/en_in/productpage.1274285010.html,Lace-trimmed vest top,699.0,1274285010,"Cotton 95%, Elastane 5%",Regular length,Slim fit,India,"Deep neckline, Round neck",Vest top,,White/Dark blue,Sleeveless,"['https://image.hm.com/assets/hm/4c/b6/4cb685f0c664a76fc446b11ff53833c53943e0a7.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/ce/19/ce190f990260e9848c3a4838bd606b012112d4bc.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/65/dd/65dd491d09dbfd099177a1b108b8e8ea25ad7d80.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/9c/48/9c4878d1d7f011407f4290ae774c7ac993bab7ba.jpg?imwidth=2160', 'https://image.hm.com/assets/hm/87/7c/877ce2d5374433a2b605c2c3d6ae4be2db062d1b.jpg?imwidth=2160']"
