pdp_url,product_name,instock,discount,sale_price,mrp
https://sunlife.qa/shop/toppik-hair-building-fiber-black-12g,Toppik Hair Building Fiber Black 12g,True,,110.0,110.0
https://sunlife.qa/shop/toppik-hair-building-fiber-black-275g,Toppik Hair Building Fiber Black 27.5g,True,,210.0,210.0
https://sunlife.qa/shop/toppik-hair-building-fiber-medium-brown-275g,Toppik Hair Building Fiber Medium Brown 27.5g,True,,158.0,158.0
https://sunlife.qa/shop/toppik-hair-building-fibers-black-55g,Toppik Hair Building Fibers Black 55g,True,,310.0,310.0
https://sunlife.qa/shop/toppik-hair-building-fibers-dark-brown-12g,Toppik Hair Building Fibers Dark Brown 12g,True,,110.0,110.0
https://sunlife.qa/shop/toppik-hair-building-fibers-dark-brown-275g,Toppik Hair Building Fibers Dark Brown 27.5g,True,,210.0,210.0
https://sunlife.qa/shop/toppik-hair-building-fibers-dark-brown-55g,Toppik Hair Building Fibers Dark Brown 55g,True,,310.0,310.0
https://sunlife.qa/shop/toppik-hair-building-fibers-medium-brown-12g,Toppik Hair Building Fibers Medium Brown 12g,True,,110.0,110.0
https://sunlife.qa/shop/toppik-hair-perfecting-tool-kit,Toppik Hair Perfecting Tool Kit,True,,99.0,99.0
https://sunlife.qa/shop/bosleymd-defense-color-safe-starter-pack-kit-150ml,BosleyMD Defense Color Safe Starter Pack Kit 150ml,False,,200.0,200.0
https://sunlife.qa/shop/color-soin-4m-mahogany-chestnut,Color & Soin 4m Mahogany Chestnut,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-ash-blond-8a,Color & Soin Ash Blond 8a,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-azure-black-2a,Color & Soin Azure Black 2a,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-brownie-chestnut-4b,Color & Soin Brownie Chestnut 4b,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-chocolate-brown-5b,Color & Soin Chocolate Brown 5b,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-dark-blond-6n,Color & Soin Dark Blond 6n,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-dark-chestnut-3n,Color & Soin Dark Chestnut 3n,False,,69.0,69.0
https://sunlife.qa/shop/color-soin-golden-blond-7g,Color & Soin Golden Blond 7g,False,,69.0,69.0
