product_name,product_link,price,brand,color,care,composition,images
Regular Fit Easy Iron Cotton Blend Striped Shirt,https://www.marksandspencer.com/regular-fit-easy-iron-cotton-blend-striped-shirt/p/clp60732140?color=GREENMIX,£35,M&S Collection,"Green Mix,Navy Mix",,"46% cotton, 28% polyester and 26% viscose","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_0/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_90/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_1/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_2/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_3/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_J4_X_EC_4/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt"
Easy Iron Pure Cotton Textured Shirt,https://www.marksandspencer.com/easy-iron-pure-cotton-textured-shirt/p/clp60707372?color=DARKNAVY,£35,M&S Collection,"Dark Navy,White","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_0/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_90/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_1/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_2/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_3/Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_5025M_F3_X_EC_4/Easy-Iron-Pure-Cotton-Textured-Shirt"
Geometric Print Shirt,https://www.marksandspencer.com/geometric-print-shirt/p/clp60707757?color=BLUEMIX,£35,Autograph,"Blue Mix,Grey Mix,Pink Mix","Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at low temperature,Do not dry clean",100% polyester (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_0/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_90/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_1/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_2/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_3/Geometric-Print-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4271A_E4_X_EC_4/Geometric-Print-Shirt"
Smart Two Pocket Overshirt with Stretch,https://www.marksandspencer.com/cotton-rich-two-pocket-overshirt/p/clp60716213?color=DARKNAVY,£40,M&S Collection,"Dark Navy,Mid Grey,Mushroom,Ecru,Air Force Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","71% cotton, 24% polyester and 5% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_F3_X_EC_0/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_F3_X_EC_90/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_F3_X_EC_1/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_F3_X_EC_2/Smart-Two-Pocket-Overshirt-with-Stretch,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_3406M_F3_X_EC_3/Smart-Two-Pocket-Overshirt-with-Stretch"
2pk Regular Fit Easy Iron Striped Shirts,https://www.marksandspencer.com/2pk-regular-fit-easy-iron-striped-shirts/p/clp60707130,£42,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean","65% polyester, 35% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_0/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_90/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_1/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_2/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_3/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_4/2pk-Regular-Fit-Easy-Iron-Striped-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2153M_E4_X_EC_6/2pk-Regular-Fit-Easy-Iron-Striped-Shirts"
Pure Linen Herringbone Cuban Collar Shirt,https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=NAVY,£42,Autograph,"Navy,Black,White,Dark Brown,Ecru,Pink,Blue,Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_0/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_90/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_1/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_2/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_3/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_4/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_5/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_F0_X_EC_6/Pure-Linen-Herringbone-Cuban-Collar-Shirt"
3pk Regular Fit Easy Iron Long Sleeve Shirts,https://www.marksandspencer.com/3pk-regular-cotton-blend-long-sleeve-shirts/p/clp60546193,£49,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean","65% polyester, 35% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2381_E4_X_EC_0/3pk-Regular-Fit-Easy-Iron-Long-Sleeve-Shirts,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2381_E4_X_EC_1/3pk-Regular-Fit-Easy-Iron-Long-Sleeve-Shirts"
Slim Fit Easy Iron Cotton Blend Shirt,https://www.marksandspencer.com/slim-fit-easy-iron-shirt/p/clp60493982?color=WHITE,£20,M&S Collection,"White,Black,Pink,Navy,Lilac,Mid Blue,Light Blue,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean","65% polyester, 35% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_0/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_90/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_1/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_2/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_3/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_2167S_Z0_X_EC_4/Slim-Fit-Easy-Iron-Cotton-Blend-Shirt"
Regular Fit Easy Iron Pure Cotton Textured Shirt,https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=WHITE,£35,M&S Collection,"White,Pink,Lilac colour option - out,Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_0/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_90/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_2/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_3/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_4/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_5/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_Z0_X_EC_6/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt"
The Ultimate Pure Cotton Oxford Shirt,https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=AIRFORCEBLUE,£24,M&S Collection,"Air Force Blue,Black,White,Neutral,Light Coral,Pink,Navy,Chambray,Khaki,Light Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_0/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_90/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_1/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_2/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_3/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_BE_X_EC_4/The-Ultimate-Pure-Cotton-Oxford-Shirt"
Regular Fit Easy Iron Pure Cotton Textured Shirt,https://www.marksandspencer.com/regular-fit-non-iron-pure-cotton-dobby-shirt/p/clp60630898?color=BLUE,£35,M&S Collection,"Blue,White,Pink,Lilac colour option - out","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_0/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_90/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_1/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_2/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_3/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_4/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1211M_E0_X_EC_6/Regular-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt"
Cotton Linen Blend Striped Shirt,https://www.marksandspencer.com/linen-blend-striped-shirt/p/clp60707867?color=BLUEMIX,£40,M&S Collection,"Blue Mix,Natural Mix","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","55% linen, 45% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_0/Cotton-Linen-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_90/Cotton-Linen-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_1/Cotton-Linen-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_2/Cotton-Linen-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_3/Cotton-Linen-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0103M_E4_X_EC_4/Cotton-Linen-Blend-Striped-Shirt"
Pure Cotton Ultimate Oxford Shirt,https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60708918?color=NAVY,£25,M&S Collection,"Navy,Black,White,Neutral,Burgundy,Pink,Chambray,Green,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3331M_F0_X_EC_0/Pure-Cotton-Ultimate-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3331M_F0_X_EC_90/Pure-Cotton-Ultimate-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3331M_F0_X_EC_1/Pure-Cotton-Ultimate-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3331M_F0_X_EC_2/Pure-Cotton-Ultimate-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3331M_F0_X_EC_3/Pure-Cotton-Ultimate-Oxford-Shirt"
Cotton Linen Blend Overshirt,https://www.marksandspencer.com/cotton-linen-blend-overshirt/p/clp60736569?color=STONE,£55,Autograph,"Stone,Black,Navy,Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","77% cotton, 23% linen","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_0/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_90/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_1/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_2/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_3/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_4/Cotton-Linen-Blend-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4266A_SS_X_EC_6/Cotton-Linen-Blend-Overshirt"
Tailored Fit Luxury Cotton Double Cuff Twill Shirt,https://www.marksandspencer.com/tailored-fit-easy-iron-pure-cotton-shirt/p/clp60630979?color=WHITE,£49,M&S SARTORIAL,"White,Black,Pale Pink,Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_0/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_90/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_1/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_2/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_3/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_4/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211T_Z0_X_EC_5/Tailored-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt"
Cuban Collar Shirt,https://www.marksandspencer.com/cuban-collar-shirt/p/clp60690032?color=ECRU,£40,Autograph,"Ecru,Black","Wash at 30°C,Do not bleach,Do not tumble dry,Iron at low temperature,Do not dry clean",100% viscose (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_0/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_90/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_1/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_2/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_3/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_4/Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4248A_NZ_X_EC_5/Cuban-Collar-Shirt"
Pure Linen Herringbone Cuban Collar Shirt,https://www.marksandspencer.com/pure-linen-herringbone-cuban-collar-shirt/p/clp60720487?color=GREEN,£42,Autograph,"Green,Black,White,Dark Brown,Ecru,Pink,Navy,Blue","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_J0_X_EC_0/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_J0_X_EC_90/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_J0_X_EC_1/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_J0_X_EC_2/Pure-Linen-Herringbone-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4278A_J0_X_EC_3/Pure-Linen-Herringbone-Cuban-Collar-Shirt"
Pure Linen Short Sleeve Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60709496?color=MOLE,£40,M&S Collection,"Mole,Black,White,Dark Coral,Navy,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_AJ_X_EC_0/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_AJ_X_EC_90/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_AJ_X_EC_1/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_AJ_X_EC_2/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_AJ_X_EC_3/Pure-Linen-Short-Sleeve-Shirt"
Pure Cotton Heavyweight Overshirt,https://www.marksandspencer.com/pure-cotton-heavyweight-overshirt/p/clp60714909?color=DARKNAVY,£49,Autograph,"Dark Navy,Black","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_0/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_90/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_1/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_2/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_3/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_4/Pure-Cotton-Heavyweight-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_4018A_F3_X_EC_5/Pure-Cotton-Heavyweight-Overshirt"
