product_name,product_link,price,brand,color,care,composition,images
Cuban Collar Ottoman Revere Shirt,https://www.marksandspencer.com/ottoman-shirt/p/clp60714664?color=MAPLE,£40,Autograph,"Maple,Black,Dark Slate,Dark Navy,Light Verdigris","Wash at 40°C delicate,Do not bleach,Do not tumble dry,Iron at medium temperature,Do not dry clean","66% polyester, 33% viscose and 1% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_0/Cuban-Collar-Ottoman-Revere-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_90/Cuban-Collar-Ottoman-Revere-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_1/Cuban-Collar-Ottoman-Revere-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_2/Cuban-Collar-Ottoman-Revere-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_3/Cuban-Collar-Ottoman-Revere-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T28_2056A_OM_X_EC_4/Cuban-Collar-Ottoman-Revere-Shirt"
Cotton Linen Blend Embroidered Shirt,https://www.marksandspencer.com/linen-cotton-embroidered-shirt/p/clp60720541,£35,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at medium temperature,Do not dry clean","55% linen, 45% cotton (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_0/Cotton-Linen-Blend-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_90/Cotton-Linen-Blend-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_1/Cotton-Linen-Blend-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_2/Cotton-Linen-Blend-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_3/Cotton-Linen-Blend-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2631M_Z0_X_EC_4/Cotton-Linen-Blend-Embroidered-Shirt"
Regular Fit Pure Linen Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60723644?color=LIGHTSTONE,£45,M&S Collection,"Light Stone,Black,Dark Grey,White,Mole,Conker,Dark Coral,Pale Orange,Pale Yellow,Navy,Cobalt,Chambray,Pale Blue,Dark Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_0/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_90/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_1/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_2/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_3/Regular-Fit-Pure-Linen-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_0101M_EF_X_EC_4/Regular-Fit-Pure-Linen-Shirt"
Slim Fit Luxury Cotton Twill Shirt,https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60630912?color=BLUE,£49,M&S SARTORIAL,"Blue,Black,White,Pale Pink,Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_0/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_90/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_1/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_2/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_3/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_4/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_5/Slim-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321S_E0_X_EC_6/Slim-Fit-Luxury-Cotton-Twill-Shirt"
Regular Fit Easy Iron Cotton Blend Striped Shirt,https://www.marksandspencer.com/regular-fit-easy-iron-cotton-blend-striped-shirt/p/clp60732140?color=NAVYMIX,£35,M&S Collection,"Navy Mix,Green Mix",,"46% cotton, 28% polyester and 26% viscose","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_F4_X_EC_0/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_F4_X_EC_90/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_F4_X_EC_1/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1280M_F4_X_EC_2/Regular-Fit-Easy-Iron-Cotton-Blend-Striped-Shirt"
Cotton Linen Blend Short Sleeve Embroidered Shirt,https://www.marksandspencer.com/cotton-linen-blend-embroidered-shirt/p/clp60720520,£35,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at medium temperature,Do not dry clean","52% linen, 48% cotton (exclusive of embroidery)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_0/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_90/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_1/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_2/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_3/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2628M_F0_X_EC_4/Cotton-Linen-Blend-Short-Sleeve-Embroidered-Shirt"
Cotton Rich Overshirt,https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=BLACK,£40,M&S Collection,"Black,Stone,Dark Navy,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","99% cotton, 1% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_0/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_90/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_1/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_2/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_3/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_Y0_X_EC_4/Cotton-Rich-Overshirt"
Pure Linen Short Sleeve Shirt,https://www.marksandspencer.com/pure-linen-shirt/p/clp60709496?color=NAVY,£40,M&S Collection,"Navy,Black,White,Mole,Dark Coral,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% linen,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_F0_X_EC_0/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_F0_X_EC_90/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_F0_X_EC_1/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_F0_X_EC_2/Pure-Linen-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2574M_F0_X_EC_3/Pure-Linen-Short-Sleeve-Shirt"
Slim Fit Easy Iron Pure Cotton Textured Shirt,https://www.marksandspencer.com/slim-fit-non-iron-pure-cotton-textured-shirt/p/clp60679335?color=WHITE,£35,M&S Collection,"White,Pink,Lilac,Blue,Teal Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1212S_Z0_X_EC_0/Slim-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1212S_Z0_X_EC_90/Slim-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1212S_Z0_X_EC_1/Slim-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1212S_Z0_X_EC_2/Slim-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_1212S_Z0_X_EC_3/Slim-Fit-Easy-Iron-Pure-Cotton-Textured-Shirt"
Cotton Rich Short Sleeve Cuban Collar Shirt,https://www.marksandspencer.com/cotton-rich-short-sleeve-cuban-collar-shirt/p/clp60720988?color=GREENMIX,£35,M&S Collection,"Green Mix,Blue Mix","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","71% cotton, 29% viscose (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_0/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_90/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_1/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_2/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_3/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_J4_X_EC_4/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt"
Cotton Rich Overshirt,https://www.marksandspencer.com/cotton-rich-overshirt/p/clp60707664?color=STONE,£40,M&S Collection,"Stone,Black,Dark Navy,Khaki","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","99% cotton, 1% elastane (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_0/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_90/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_1/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_2/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_3/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_5/Cotton-Rich-Overshirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2583M_SS_X_EC_6/Cotton-Rich-Overshirt"
Cotton Rich Short Sleeve Cuban Collar Shirt,https://www.marksandspencer.com/cotton-rich-short-sleeve-cuban-collar-shirt/p/clp60720988?color=BLUEMIX,£35,M&S Collection,"Blue Mix,Green Mix","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean","71% cotton, 29% viscose (exclusive of trimmings)","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_0/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_90/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_1/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_2/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_3/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1269M_E4_X_EC_4/Cotton-Rich-Short-Sleeve-Cuban-Collar-Shirt"
Pure Cotton Hawaiian Shirt,https://www.marksandspencer.com/pure-cotton-hawaiian-shirt/p/clp60736444,£28,M&S Collection,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry low temperature,Iron at medium temperature,Do not dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1321M_F4_X_EC_0/Pure-Cotton-Hawaiian-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1321M_F4_X_EC_90/Pure-Cotton-Hawaiian-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1321M_F4_X_EC_1/Pure-Cotton-Hawaiian-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1321M_F4_X_EC_2/Pure-Cotton-Hawaiian-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_1321M_F4_X_EC_3/Pure-Cotton-Hawaiian-Shirt"
The Ultimate Pure Cotton Oxford Shirt,https://www.marksandspencer.com/pure-cotton-oxford-shirt/p/clp60707843?color=CHAMBRAY,£24,M&S Collection,"Chambray,Black,White,Neutral,Light Coral,Pink,Navy,Air Force Blue,Khaki,Light Green","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Do not dry clean",100% cotton,"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_SA_X_EC_0/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_SA_X_EC_90/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_SA_X_EC_1/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_SA_X_EC_2/The-Ultimate-Pure-Cotton-Oxford-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_3340M_SA_X_EC_3/The-Ultimate-Pure-Cotton-Oxford-Shirt"
Regular Fit Luxury Cotton Double Cuff Dress Shirt,https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-textured-shirt/p/clp60694304,£45,M&S SARTORIAL,No color available,"Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_0/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_90/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_1/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_2/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_3/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_4/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_5/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_7177M_Z0_X_EC_6/Regular-Fit-Luxury-Cotton-Double-Cuff-Dress-Shirt"
Regular Fit Luxury Cotton Twill Shirt,https://www.marksandspencer.com/regular-fit-easy-iron-pure-cotton-shirt/p/clp60630987?color=BLUE,£49,M&S SARTORIAL,"Blue,Black,White,Pale Pink,Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_0/Regular-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_90/Regular-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_1/Regular-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_2/Regular-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_3/Regular-Fit-Luxury-Cotton-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4321M_E0_X_EC_4/Regular-Fit-Luxury-Cotton-Twill-Shirt"
Linen Cotton Short Sleeve Shirt,https://www.marksandspencer.com/linen-rich-shirt/p/clp60534530?color=CHAMBRAY,£30,M&S Collection,"Chambray,White,Hessian colour option - out,Wine colour option - out,Evergreen colour option - out","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean","54% linen, 46% cotton","https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2147M_SA_X_EC_0/Linen-Cotton-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2147M_SA_X_EC_90/Linen-Cotton-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2147M_SA_X_EC_1/Linen-Cotton-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2147M_SA_X_EC_2/Linen-Cotton-Short-Sleeve-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_2147M_SA_X_EC_3/Linen-Cotton-Short-Sleeve-Shirt"
Regular Fit Luxury Pure Cotton Textured Shirt,https://www.marksandspencer.com/regular-fit-luxury-cotton-textured-shirt/p/clp60707790?color=LIGHTBLUE,£49,M&S SARTORIAL,"Light Blue,Light Pink","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at medium temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_0/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_90/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_1/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_2/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_3/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4127M_E1_X_EC_4/Regular-Fit-Luxury-Pure-Cotton-Textured-Shirt"
Slim Fit Luxury Cotton Double Cuff Twill Shirt,https://www.marksandspencer.com/slim-fit-easy-iron-pure-cotton-twill-shirt/p/clp60631004?color=BLUE,£49,M&S SARTORIAL,"Blue,Black,White,Pale Pink,Navy","Wash at 40°C delicate,Do not bleach,Tumble dry medium temperature,Iron at high temperature,Professional dry clean",100% cotton (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_0/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_90/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_1/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_2/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_3/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_4/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T11_4211S_E0_X_EC_7/Slim-Fit-Luxury-Cotton-Double-Cuff-Twill-Shirt"
Floral Cuban Collar Shirt,https://www.marksandspencer.com/floral-cuban-collar-shirt/p/clp60720442,£35,Autograph,No color available,"Wash at 30°C,Do not bleach,Do not tumble dry,Iron at low temperature,Do not dry clean",100% viscose (exclusive of trimmings),"https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_0/Floral-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_1/Floral-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_2/Floral-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_3/Floral-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_4/Floral-Cuban-Collar-Shirt,https://assets.digitalcontent.marksandspencer.app/images/w_1024,q_auto,f_auto/SD_03_T25_4273A_NB_X_EC_5/Floral-Cuban-Collar-Shirt"
